datetimes,neighborhoods,titles,addresses,property_types,bedrooms,bathrooms,sqfts,prices,links
2020-08-21 10:22:00,Mission Valley,"Live The Life of Circa 37 Luxury! Mins Away From Downtown, PB & More!",7800 Westside Drive near Mission Center Road,apartment,2.0,2.0,1079.0,2851,https://sandiego.craigslist.org/csd/apa/d/san-diego-live-the-life-of-circa-37/7181622270.html
2020-08-21 10:21:00,Miramar/Mira Mesa,Easy As 1.2.3. With Special Pricing for Weekend Only. Do not delay.,10360 Maya Linda Rd,apartment,1.0,1.0,638.0,1525,https://sandiego.craigslist.org/csd/apa/d/easy-as-123-with-special-pricing-for/7181577885.html
2020-08-21 10:21:00,Mira Mesa,Enjoy our landscaped courtyard and garden-style setting!,11102 Caminito Alvarez,apartment,2.0,2.0,917.0,2400,https://sandiego.craigslist.org/csd/apa/d/san-diego-enjoy-our-landscaped/7181621450.html
2020-08-21 10:20:00,"5395 Napa St, San Diego, Ca, Us",Smart Enable 1 Bedroom Apartment Available Now!,5395 Napa St,apartment,1.0,1.0,678.0,2432,https://sandiego.craigslist.org/csd/apa/d/san-diego-smart-enable-1-bedroom/7181621273.html
2020-08-21 10:20:00,Normal Heights,2x2 Vaulted Ceilings + AC + Balcony + Parking,4554 34th Street,apartment,2.0,2.0,775.0,1878,https://sandiego.craigslist.org/csd/apa/d/san-diego-2x2-vaulted-ceilings-ac/7181613488.html
2020-08-21 10:20:00,"San Diego, Ca",Charming and Cozy Apartment,3417 Lebon Dr,apartment,1.0,1.0,,1500,https://sandiego.craigslist.org/csd/apa/d/san-diego-charming-and-cozy-apartment/7181561055.html
2020-08-21 10:20:00,"Vista,",Apartment with A VIEW!,1110 Meadow Lake Drive,apartment,2.0,1.0,1000.0,1820,https://sandiego.craigslist.org/nsd/apa/d/vista-apartment-with-view/7181620834.html
2020-08-21 10:20:00,East Village / Downtown,Wow wow and wow!,1475 Island Ave.,apartment,1.0,1.0,600.0,2009,https://sandiego.craigslist.org/csd/apa/d/san-diego-wow-wow-and-wow/7176083488.html
2020-08-21 10:20:00,Carlsbad,Great 3BR/2BA Apartment in Bristol Cove Carlsbad Lagoon!,4566 Cove Dr,apartment,3.0,2.0,950.0,2700,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-great-3br-2ba-apartment-in/7181620762.html
2020-08-21 10:20:00,Oceanside,Comfortable living  at Villages of Monterey,3901 Mesa Drive near Rancho del oro,apartment,1.0,1.0,723.0,1831,https://sandiego.craigslist.org/nsd/apa/d/oceanside-comfortable-living-at/7181620734.html
2020-08-21 10:19:00,Vista,Come By Today For a Self-Guided Tour! 6-Weeks FREE!!,740 Paseo Buena Vista near East Vista Way,apartment,2.0,2.0,1233.0,2765,https://sandiego.craigslist.org/nsd/apa/d/vista-come-by-today-for-self-guided/7181620543.html
2020-08-21 10:19:00,San Diego,"Great move-in special! Don't wait. This 1 Bed, 1 bath will go fast!",1234 Main St.,apartment,1.0,1.0,548.0,2001,https://sandiego.craigslist.org/nsd/apa/d/chula-vista-great-move-in-special-dont/7181613425.html
2020-08-21 10:19:00,Carlsbad,Three-Bedroom Apartment with Access to a Heated Swimming Pool!,1901 Cassia Road near El Camino Real,apartment,3.0,2.0,1361.0,2985,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-three-bedroom-apartment-with/7181620287.html
2020-08-21 10:19:00,Hillcrest,"Newly Renovated 2-BR's $2495-$2595, Available 9/01, HILLCREST",111 W. Pennsylvania Avenue,apartment,2.0,2.0,900.0,2495,https://sandiego.craigslist.org/csd/apa/d/san-diego-newly-renovated-2-brs/7181620189.html
2020-08-21 10:18:00,Vista,"1 Bedroom 1 Bathroom Apartment on First Floor, Patio w/Storage & More!",173 Durian Street,apartment,1.0,1.0,750.0,1645,https://sandiego.craigslist.org/nsd/apa/d/oceanside-1-bedroom-1-bathroom/7181619575.html
2020-08-21 10:18:00,Paradise Valley,2bedroom 1 bath special!!!!!!call for details,2835 Alta View Drive near Woodman,apartment,2.0,1.0,818.0,1900,https://sandiego.craigslist.org/csd/apa/d/san-diego-2bedroom-1-bath-specialcall/7181619304.html
2020-08-21 10:17:00,Poway,55+ Senior Living Legacies at Poway,12730 Monte Vista Rd,apartment,0.0,1.0,460.0,1500,https://sandiego.craigslist.org/nsd/apa/d/san-diego-55-senior-living-legacies-at/7165383201.html
2020-08-21 10:17:00,San Diego,"House with Quiet neighbors, Paid water,  laundry & Garage",Birch St near vesta st,house,2.0,1.0,850.0,1750,https://sandiego.craigslist.org/csd/apa/d/san-diego-house-with-quiet-neighbors/7181618567.html
2020-08-21 10:16:00,Oceanside,3 Bedroom 2 Bath!  AVAILABLE OCTOBER!!,550 Los Arbolitos Blvd,apartment,2.0,1.0,1136.0,2460,https://sandiego.craigslist.org/nsd/apa/d/oceanside-3-bedroom-2-bath-available/7179900477.html
2020-08-21 10:16:00,Vista,"Last 1 Left, Amazing Size 1bd 1ba, Reserve your New Home TODAY!",DURIAN ST,apartment,1.0,1.0,750.0,1645,https://sandiego.craigslist.org/nsd/apa/d/oceanside-last-1-left-amazing-size-1bd/7181617587.html
2020-08-21 10:16:00,Carmel Mountain Ranch,Gorgeous 1x1 Reduced This Weekend Only! 1 Week Free!,11505 Windcrest Lane near Carmel Mountain Road,apartment,1.0,1.0,660.0,1737,https://sandiego.craigslist.org/csd/apa/d/san-diego-gorgeous-1x1-reduced-this/7181617529.html
2020-08-21 10:15:00,4929 Del Monte Ave,🍀Available One Bedrooms at Elan The Park - Deposit M/I🍀,4929 Del Monte Ave,apartment,1.0,1.0,700.0,1845,https://sandiego.craigslist.org/csd/apa/d/san-diego-available-one-bedrooms-at/7181586160.html
2020-08-21 10:15:00,Scripps Ranch/Miramar/Qualcomm,Top Floor 2 Bed w/Den & 2 Car Garage Reduced This Weekend Only!,10776 Scripps Ranch Blvd,apartment,2.0,2.0,1201.0,2185,https://sandiego.craigslist.org/csd/apa/d/top-floor-2-bed-den-2-car-garage/7181616795.html
2020-08-21 10:14:00,Bonita/ National City/ Chula Vista,Oversized Ground Fl w/ detached garage!! + 1 WEEK FREE!!,5155 Cedarwood Road near Briarwood Road,apartment,2.0,2.0,1024.0,1908,https://sandiego.craigslist.org/ssd/apa/d/bonita-oversized-ground-fl-detached/7181610605.html
2020-08-21 10:14:00,Carmel Mountain Ranch,Weekend Sale! ⏰ Apply Now & Get 1 Weeks Free! Call now!,11795 Stoney Peak Drive near Carmel Mountain Road,apartment,2.0,2.0,1080.0,2324,https://sandiego.craigslist.org/csd/apa/d/san-diego-weekend-sale-apply-now-get-1/7181607191.html
2020-08-21 10:13:00,Chula Vista,APPLY & RESERVE TODAY! MOVE IN SEPTEMBER! CALL FOR SPECIALS!,1067 FOURTH AVENUE near MOSS ST,apartment,1.0,1.0,,1585,https://sandiego.craigslist.org/ssd/apa/d/chula-vista-apply-reserve-today-move-in/7181615742.html
2020-08-21 10:13:00,Vista,✅You can call this YOUR FUTURE HOME- Move in 9/12,1515 South Melrose Drive,apartment,2.0,2.0,900.0,1770,https://sandiego.craigslist.org/nsd/apa/d/vista-you-can-call-this-your-future/7181615666.html
2020-08-21 10:13:00,"Utc, La Jolla, San Diego",Resort Style living! Cabana Pool & a 24 Hour GYM!,3950 Mahaila Avenue,apartment,1.0,1.0,695.0,1940,https://sandiego.craigslist.org/csd/apa/d/san-diego-resort-style-living-cabana/7181615071.html
2020-08-21 10:12:00,El Cajon,$1495 2BR -Aplace to call home - Vista Del Sol - El Cajon,1038 South Sunshine Ave near Apt. 24,apartment,2.0,1.0,700.0,1495,https://sandiego.craigslist.org/esd/apa/d/el-cajon-br-aplace-to-call-home-vista/7175048246.html
2020-08-21 10:12:00,San Diego,$4000 OFF Move-in Special on a Beautiful 3 Bedroom! High-rise Views!,8775 Costa Verde Blvd,apartment,3.0,2.0,1485.0,3295,https://sandiego.craigslist.org/csd/apa/d/san-diego-4000-off-move-in-special-on/7181614726.html
2020-08-21 10:11:00,Carlsbad,Great Upstairs 1 Bedroom Apartment with a Den!,3969 Adams Street,apartment,1.0,1.0,735.0,1850,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-great-upstairs-1-bedroom/7177336578.html
2020-08-21 10:11:00,"1045 Morning View Drive Escondido, Ca 92026",Enjoy Your Mountain or Pool Views Here @ Our Active 55+ Community!!!,1045 Morning View Drive,apartment,1.0,1.0,668.0,1408,https://sandiego.craigslist.org/nsd/apa/d/escondido-enjoy-your-mountain-or-pool/7181609185.html
2020-08-21 10:11:00,Carlsbad,Beautiful Ocean & Canyon Views from this Elegant Calavera Hills Home,3521 Rock Ridge Rd,house,3.0,2.5,2377.0,4300,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-beautiful-ocean-canyon-views/7177316227.html
2020-08-21 10:11:00,Talmadge,2x2 $1200 Off + 2 Balconies + Fireplace + AC,4535 50th Street,apartment,2.0,2.0,750.0,1868,https://sandiego.craigslist.org/csd/apa/d/san-diego-2x-off-2-balconies-fireplace/7181608122.html
2020-08-21 10:11:00,Del Mar,Spacious End Unit Townhome with Upgrades in Del Mar,843 America Way,condo,3.0,3.0,1688.0,3700,https://sandiego.craigslist.org/nsd/apa/d/solana-beach-spacious-end-unit-townhome/7171911123.html
2020-08-21 10:11:00,San Diego/ Utc,"Capacious top floor 1 x 1, Ask how to Receive $1000 off  1st month",3707 Nobel Drive near Lebon Drive,apartment,1.0,1.0,642.0,1825,https://sandiego.craigslist.org/csd/apa/d/la-jolla-capacious-top-floor-1-1-ask/7181613847.html
2020-08-21 10:10:00,Carlsbad,Welcome to the Sea and Sand Apartments! Blocks Away to the Beach!!!,381 Oak Ave,apartment,1.0,1.0,600.0,1750,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-welcome-to-the-sea-and-sand/7177294838.html
2020-08-21 10:10:00,Carlsbad,Amazing Apartment Steps to the Beach and the Village!!,3160 Lincoln St,apartment,2.0,1.0,750.0,2100,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-amazing-apartment-steps-to-the/7177365462.html
2020-08-21 10:10:00,Carlsbad,Spacious 2 Bedroom 2 Bath Downstairs Unit Blocks to the Beach!,382 Acacia Ave,apartment,2.0,2.0,775.0,2195,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-spacious-2-bedroom-2-bath/7173357670.html
2020-08-21 10:10:00,East Village,💲LEASING SPECIALS! 8 Weeks Free on 12 Months Lease + $25 Parking💲,424 15th Street near J Street,apartment,1.0,1.0,594.0,1917,https://sandiego.craigslist.org/csd/apa/d/san-diego-leasing-specials-8-weeks-free/7175501743.html
2020-08-21 10:09:00,Vista,Cozy Place- Great Interior & Patio/Balcony Space! Pets Welcome!,CALLE JULES near BOBIER,apartment,1.0,1.0,750.0,1495,https://sandiego.craigslist.org/nsd/apa/d/vista-cozy-place-great-interior-patio/7181612212.html
2020-08-21 10:08:00,Poway,Two-story 2bd/1.5ba TOWNHOME in Poway! *REFUNDABLE APP FEE!*,13340 Community Rd,house,2.0,1.5,950.0,1955,https://sandiego.craigslist.org/nsd/apa/d/poway-two-story-2bd-15ba-townhome-in/7181611771.html
2020-08-21 10:08:00,"Chula Vista, San Diego, San Diego Bay, Coronado",$1500 OFF AT MOVE-IN! NEW LUXURY APARTMENTS!,Broadway near Moss st.,apartment,1.0,1.0,725.0,2295,https://sandiego.craigslist.org/ssd/apa/d/chula-vista-1500-off-at-move-in-new/7181608198.html
2020-08-21 10:08:00,5077 Cape May Avenue,💕 Elan Ocean Walk Apartments in Ocean Beach 💕,5077 Cape May Avenue,apartment,1.0,1.0,750.0,1975,https://sandiego.craigslist.org/csd/apa/d/san-diego-elan-ocean-walk-apartments-in/7181583791.html
2020-08-21 10:07:00,Rancho Bernardo,This weekend only! Apply and receive 5% reduction + 1 week FREE!,11820 Paseo Lucido near Bernardo Heights Pkwy,apartment,2.0,2.0,993.0,2202,https://sandiego.craigslist.org/csd/apa/d/san-diego-this-weekend-only-apply-and/7181609985.html
2020-08-21 10:07:00,Carlsbad,Desirable TownHome Style Apartment on Edge of Carlsbad Village!,2730 Jefferson St,apartment,2.0,1.5,900.0,2295,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-desirable-townhome-style/7181611039.html
2020-08-21 10:07:00,San Diego,$500 OFF 1ST MONTH - 1 Bedroom AVAILABLE NOW!,2925-2945 Broadway,apartment,1.0,1.0,550.0,1500,https://sandiego.craigslist.org/csd/apa/d/san-diego-500-off-1st-month-1-bedroom/7180345403.html
2020-08-21 10:07:00,San Diego,Now Accepting Applications for Wait List! Visit our 3D tour today!,Satellite Blvd near Cochabamba Ave,apartment,2.0,1.0,675.0,1735,https://sandiego.craigslist.org/csd/apa/d/imperial-beach-now-accepting/7181610623.html
2020-08-21 10:07:00,Point Loma/Ocean Beach/Crown Point/Mission Bay/Mission Beach,View our 2bd 1ba Unit today! With Parking and $500 off!!! Specials!,2799 Adrian Street near Bob Street,apartment,2.0,1.0,1025.0,2381,https://sandiego.craigslist.org/csd/apa/d/san-diego-view-our-2bd-1ba-unit-today/7181610553.html
2020-08-21 10:06:00,Point Loma/Ob,$500 OFF MOVE IN COST! STAINLESS STEEL! 2 Bed 1.5 Bath Townhome!,2799 Adrian St.,apartment,2.0,1.5,950.0,2215,https://sandiego.craigslist.org/csd/apa/d/san-diego-500-off-move-in-cost/7181610030.html
2020-08-21 10:05:00,Point Loma,$500 OFF MOVE IN AT LOMA 21! Laundry in unit! WITH GARAGE!,2799 Adrian St. near Bob St.,apartment,2.0,1.5,950.0,2887,https://sandiego.craigslist.org/csd/apa/d/san-diego-500-off-move-in-at-loma-21/7181609339.html
2020-08-21 10:05:00,Oceanside,Come HOME to Value at Villa Camino! SPACIOUS 2Bdrm Available NOW!,2051 Geneva Street,apartment,2.0,1.0,1025.0,1925,https://sandiego.craigslist.org/nsd/apa/d/oceanside-come-home-to-value-at-villa/7181600315.html
2020-08-21 10:05:00,2254 Moore Street,RENOVATED Studio Apt in Old Town SD,2254 moore street,apartment,1.0,1.0,225.0,1400,https://sandiego.craigslist.org/csd/apa/d/san-diego-renovated-studio-apt-in-old/7181597278.html
2020-08-21 10:04:00,San Diego,1bed 1bath with stainless steel appliances! Full size washer an dryer!,Spectrum center blvd near paramount dr.,apartment,1.0,1.0,806.0,2128,https://sandiego.craigslist.org/csd/apa/d/san-diego-1bed-1bath-with-stainless/7181608223.html
2020-08-21 10:04:00,"San Diego, Pacific Beach",⭐️ELAN Pacific Beach 2 X 1.5 - Beach Front - Great Location!⭐️,4467 Dawes St,apartment,2.0,1.5,925.0,2470,https://sandiego.craigslist.org/csd/apa/d/san-diego-elan-pacific-beach-beach/7181607809.html
2020-08-21 10:03:00,Linda Vista,Stunning 2 Bedroom Townhome,Fulton St near Fulton St,house,2.0,1.0,,1900,https://sandiego.craigslist.org/csd/apa/d/san-diego-stunning-2-bedroom-townhome/7181607589.html
2020-08-21 10:03:00,"Serra Mesa, Mission Valley, Ca",Huge 3 Bedroom w/ Garage & Tandem Parking! 2 WEEKS FREE!!!,3394 Daley Center Drive,apartment,3.0,2.0,1308.0,2993,https://sandiego.craigslist.org/csd/apa/d/san-diego-huge-3-bedroom-garage-tandem/7181588740.html
2020-08-21 10:02:00,Chula Vista,Great Spacious 2 Bedroom 2 Bathrooms!With Your Personal Balcony!,1551 Summerland Street,apartment,2.0,2.0,929.0,2475,https://sandiego.craigslist.org/csd/apa/d/chula-vista-great-spacious-2-bedroom-2/7181606663.html
2020-08-21 10:01:00,Carmel Mountain Ranch,Price Slashed! 🔪Gorgeous Upstairs Unit! 1 Weeks Free! Private Garage!,11795 Stoney Peak Dr near Carmel Mountain Rd,apartment,2.0,2.0,935.0,2273,https://sandiego.craigslist.org/csd/apa/d/san-diego-price-slashed-gorgeous/7181606068.html
2020-08-21 10:01:00,La Jolla Shores,💙COMING SOON💙 STUDIO BLOCKS FROM THE BEACH,8115  EL PASEO GRANDE,apartment,0.0,1.0,350.0,1750,https://sandiego.craigslist.org/csd/apa/d/la-jolla-coming-soon-studio-blocks-from/7181591787.html
2020-08-21 09:59:00,Marina District,Renaissance 2BR/2.5BA - 18th Floor,645 Front St. near Market St.,condo,2.0,2.5,,4775,https://sandiego.craigslist.org/csd/apa/d/san-diego-renaissance-2br-25ba-18th/7181604078.html
2020-08-21 09:57:00,La Mesa / San Diego,Limited Time Special Rate for Luxury Townhome- Call for Details!,5565 Lake Murray Blvd,house,2.0,2.5,,2900,https://sandiego.craigslist.org/esd/apa/d/la-mesa-limited-time-special-rate-for/7181584940.html
2020-08-21 09:57:00,Vista,"Affordable Senior Housing! Vista, CA (Age 62+)",Civic Center,apartment,1.0,1.0,500.0,0,https://sandiego.craigslist.org/nsd/apa/d/vista-affordable-senior-housing-vista/7181591948.html
2020-08-21 09:56:00,Mission Valley,Condo in beautiful community! Reduced to $1595 for quick move in,5958 Rancho Mission Rd near Ward Rd,apartment,1.0,1.0,604.0,1650,https://sandiego.craigslist.org/esd/apa/d/san-diego-condo-in-beautiful-community/7181601921.html
2020-08-21 09:55:00,Mission Hills / Hillcrest,WASHER AND DRYER SET INSIDE THE BEDROOM OF THIS 1BR/1BA APARTMENT,4021 Falcon Street near Washington,apartment,1.0,1.0,868.0,2565,https://sandiego.craigslist.org/csd/apa/d/san-diego-washer-and-dryer-set-inside/7181601204.html
2020-08-21 09:55:00,Oceanside,"2 Bedroom, 2 Bath, Downstairs Condo!",3853 San Ramon Dr #223,condo,2.0,2.0,900.0,1875,https://sandiego.craigslist.org/nsd/apa/d/oceanside-2-bedroom-2-bath-downstairs/7181594578.html
2020-08-21 09:55:00,Spring Valley,CANYON PARK APTS   2 bed/1 bath w/patio,1605 Canyon Rd CA,apartment,2.0,1.0,,1600,https://sandiego.craigslist.org/esd/apa/d/spring-valley-canyon-park-apts-2-bed-1/7177395607.html
2020-08-21 09:55:00,Oceanside,BEAUTIFUL 2 BED 2.5 BATH + DEN 3 STORY TOWNHOME! APPLY TODAY!,3402 PIAZZA DE ORO WAY near VISTA WAY,house,2.0,2.5,1458.0,2895,https://sandiego.craigslist.org/nsd/apa/d/oceanside-beautiful-2-bed-25-bath-den-3/7181594308.html
2020-08-21 09:55:00,Clairemont,2 Bedroom 2 Bath Ready for move in! $99 Deposit,5550 Balboa Arms Drive,apartment,2.0,2.0,925.0,1995,https://sandiego.craigslist.org/nsd/apa/d/san-diego-2-bedroom-2-bath-ready-for/7180286574.html
2020-08-21 09:54:00,"College Area, Near Sdsu","Gorgeous 1x1 near Grocery Store. Parking, Pet friendly!",6663 Montezuma Road near Montezuma Road,apartment,1.0,1.0,500.0,1447,https://sandiego.craigslist.org/csd/apa/d/san-diego-gorgeous-1x1-near-grocery/7175815892.html
2020-08-21 09:53:00,Bonita,Beautiful 1 bed/1 bath in Bonita with a Resort Style Pool and Spa,5151 Robinwood Road near Briarwood Road,apartment,1.0,1.0,,1650,https://sandiego.craigslist.org/esd/apa/d/bonita-beautiful-1-bed-1-bath-in-bonita/7181594857.html
2020-08-21 09:53:00,Carlsbad,Carlsbad Home 4/2 with Garage & Patio,812 Home Avenue near Jefferson,house,4.0,2.0,1320.0,3495,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-carlsbad-home-4-2-with-garage/7181599325.html
2020-08-21 09:53:00,La Jolla,💓💓💓PRE-LEASE TODAY A STUDIO AT LA JOLLA SHORES💓💓💓,8115 EL PASEO GRANDE,apartment,0.0,1.0,350.0,1750,https://sandiego.craigslist.org/csd/apa/d/la-jolla-pre-lease-today-studio-at-la/7181594248.html
2020-08-21 09:52:00,National City,MAKE THIS BRAND NEW 1 BEDROOM YOURS!,1640 E Plaza Blvd near Palm Ave,apartment,1.0,1.0,689.0,1840,https://sandiego.craigslist.org/ssd/apa/d/national-city-make-this-brand-new-1/7181594624.html
2020-08-21 09:52:00,San Diego,🔑COMING SOON 2X2 MID SEPTEMBER,5165 Luigi Terrace near Genesee,apartment,2.0,2.0,1025.0,2145,https://sandiego.craigslist.org/csd/apa/d/san-diego-coming-soon-2x2-mid-september/7181598566.html
2020-08-21 09:52:00,San Diego/ North Park/ Freeway Access/ Centrally Located,VIDEO TOUR! NEW REMODEL! Attached Garage! Bring your pet! Ground Level,3752 33rd Street # 3,apartment,2.0,2.0,750.0,2195,https://sandiego.craigslist.org/csd/apa/d/san-diego-video-tour-new-remodel/7181598554.html
2020-08-21 09:51:00,"San Diego, Pacific Beach, Chalcedony St",🌊ELAN Beach Lofts - Great Location In Pacific Beach! 🌊,4955 Narragansett Ave,apartment,1.0,1.0,455.0,1950,https://sandiego.craigslist.org/csd/apa/d/san-diego-elan-beach-lofts-great/7181597935.html
2020-08-21 09:51:00,"San Diego, South San Diego, Imperial Beach, San Ysidro",COME HOME TO A SPACIOUS 2 BEDROOMS AT THE VILLAGE APARTMENTS!!,2314 Servando Ave near Dairy Mart Road,apartment,2.0,2.0,,1865,https://sandiego.craigslist.org/csd/apa/d/san-diego-come-home-to-spacious-2/7181597478.html
2020-08-21 09:50:00,Carlsbad,Lovely 2 Bedroom Apartment... Waiting for You to Make it Home!🏠,2385 Caringa Way near Altisma Way,apartment,2.0,2.0,1000.0,2295,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-lovely-2-bedroom-apartment/7181571194.html
2020-08-21 09:50:00,Oceanside,"Spacious 1 Bd Steps to Beach, 6 Week FREE Rent Special, 0 Deposit",115 N Cleveland St near Mission,apartment,1.0,1.0,694.0,2450,https://sandiego.craigslist.org/nsd/apa/d/oceanside-spacious-1-bd-steps-to-beach/7181596907.html
2020-08-21 09:50:00,University City,🛑PRE-LEASE TODAY FOR YOUR 2X2,5165 LUIGI TERRACE near Genesee,apartment,2.0,2.0,1025.0,2145,https://sandiego.craigslist.org/csd/apa/d/san-diego-pre-lease-today-for-your-2x2/7181596572.html
2020-08-21 09:50:00,"San Diego, Pacific Beach, Pacific Beach Drive",😎 Elan Bay Lofts - 1 Bedroom 1 Bath - Beach Life!😎,1450 Pacific Beach Drive,apartment,1.0,1.0,550.0,1895,https://sandiego.craigslist.org/csd/apa/d/san-diego-elan-bay-lofts-1-bedroom-1/7181596141.html
2020-08-21 09:49:00,Oceanside,Tour and Apply Today Get $1000 Off! You Deserve It!,3675 Barnard Dr near Collage Blvd,apartment,1.0,1.0,815.0,1870,https://sandiego.craigslist.org/nsd/apa/d/oceanside-tour-and-apply-today-get-1000/7181596344.html
2020-08-21 09:49:00,4975 Del Monte Avenue,😎Studio! Live By The Beach At ELAN CoCo Palms! Ocean Beach!😎,4975 Del Monte Avenue,apartment,0.0,1.0,450.0,1595,https://sandiego.craigslist.org/csd/apa/d/san-diego-studio-live-by-the-beach-at/7181581002.html
2020-08-21 09:49:00,Carlsbad,"Coastal Living, In Home Washer and Dryer, Minutes to Dining",2504 Marron Rd,apartment,2.0,2.0,1017.0,2595,https://sandiego.craigslist.org/nsd/apa/d/carlsbad-coastal-living-in-home-washer/7181596110.html
2020-08-21 09:49:00,"5025 Niagara Avenue, Ocean Beach",💜ELAN Beachwalk! Minutes from Beach Front!💜,5025 Niagara Avenue,apartment,1.0,1.0,700.0,1975,https://sandiego.craigslist.org/csd/apa/d/elan-beachwalk-minutes-from-beach-front/7181577371.html
2020-08-21 09:49:00,Chula Vista,"3 bed, 2.5 bath Townhome with Attached Garage!",1516 Concord Way,house,3.0,2.5,1332.0,2695,https://sandiego.craigslist.org/csd/apa/d/chula-vista-3-bed-25-bath-townhome-with/7168224111.html
2020-08-21 09:49:00,Mission Hills,LARGE 2BR Townhouse FOR RENT located in Mission Hills San Diego!,3893 Calfornia Street #7 near San Diego Avenue,house,2.0,2.5,1306.0,2695,https://sandiego.craigslist.org/csd/apa/d/san-diego-large-2br-townhouse-for-rent/7181595362.html
2020-08-21 09:48:00,Shadowridge,1st Floor ~ Corner Home ~ Valet Living ~ Convenient Location!,1982 Wellington Lane #80 near Shadowridge Dr,apartment,1.0,1.0,715.0,2008,https://sandiego.craigslist.org/nsd/apa/d/vista-1st-floor-corner-home-valet/7181595432.html
2020-08-21 09:48:00,Gaslamp Quarter/Downtown San Diego,"Easy Access to Freeway and Public Transportation! Special $1,772!",372 4th Avenue near J Street,apartment,0.0,1.0,420.0,1772,https://sandiego.craigslist.org/csd/apa/d/san-diego-easy-access-to-freeway-and/7181595311.html
2020-08-21 09:48:00,2816 Cielo Circulo,Stunning 3bx3ba w/ Attached Garage & Much More!,2816 Cielo Circulo,apartment,3.0,3.0,1230.0,2780,https://sandiego.craigslist.org/ssd/apa/d/chula-vista-stunning-3bx3ba-attached/7181595015.html
2020-08-21 09:47:00,La Jolla Shores,Love❣️❣️❣️ La Jolla Shores Living! Love ELAN Beachcomber!,8115 El Paseo Grande,apartment,0.0,1.0,,1750,https://sandiego.craigslist.org/csd/apa/d/la-jolla-love-la-jolla-shores-living/7181594601.html
